Substructure,Count,Count ratio,Number_of_molecules_with_fragment,Ratio_of_Molecules_with_Fragment,median_score,median_score_fragment,median_score_not_fragment,molecules_with_fragment,diff_median_score,step
cc1)c1cccc,7,0.17027487229384577,5,4.166666666666666,0.00126135,0.0,0.0020487,"['CC(=O)NC(=Cc1ccccc1)c1ccccc1', 'CC(=Pc1c(C(C)C)cc(C(C)C)cc1C(C)C)P=C(O[Si](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1', 'CN(C)c1c([N+](=O)[O-])ccc(N)c1NC(=O)C(=O)NN(c1ccccc1)c1ccccc1', 'O=C(OC(=C(O)C(=O)c1ccccc1)c1ccccc1)c1ccccc1', 'S=C(NN=C(c1ccccc1)c1ccccc1)Nc1cccc(Cl)c1']",-0.0020487,20
=O)c2ccccc,7,0.17027487229384577,7,5.833333333333333,0.00126135,0.0,0.0020487,"['CCOc1cc(OC(=O)c2ccccc2)c(C#Cc2ccccc2)cc1C#CC#Cc1ccccc1COC(=O)c1ccccc1', 'COC1=C(O[Si](C)(C)C)C(=O)c2ccccc2C1=O', 'O=S1(=O)c2ccccc2C(F)(F)N1C1=NN=C(C(F)(F)F)C2(c3ccccc3)SCSC12', 'CC(=O)OCC(=NO)C(=O)OC1(C(Cl)(Cl)Cl)NC(=O)c2ccccc21', 'CCc1c(C(=O)c2ccccc2O)c(C)n(C2CC2)c1C1CC1', 'CCn1c(=O)n(C(C[N+](=O)[O-])C2CC2C(=O)c2ccccc2)c2ccccc21', 'Cc1ccc([S+]=C(C=C([O-])c2ccc(C)cc2)S(=O)(=O)c2ccccc2)cc1']",-0.0020487,20
(=O)c1cccc,7,0.17027487229384577,7,5.833333333333333,0.00126135,0.0,0.0020487,"['CCOc1cc(OC(=O)c2ccccc2)c(C#Cc2ccccc2)cc1C#CC#Cc1ccccc1COC(=O)c1ccccc1', 'CC1(C)C(=O)COC12CC(=O)c1ccccc12', 'COC(=O)c1ccccc2cc3c(=O)c(C[P-](#[O+])(c4ccccc4)c4ccccc4)cccc3c1-2', 'CC(C)C1CCN1C(=O)c1cccc(-c2ccccc2)c1NC(=O)C1CCCN1C(=O)OC(C)(C)C', 'COC(=O)CNC(=O)C(C)(C)NC(=O)CCNC(=O)c1ccccc1', 'CC(=[S+]CCC(C)=C(C#N)C#N)C(C(=O)c1ccccc1)=[N+]([O-])[O-]', 'O=C(OC(=C(O)C(=O)c1ccccc1)c1ccccc1)c1ccccc1']",-0.0020487,20
=O)c1ccccc,6,0.1459498905375821,6,5.0,0.00126135,0.0,0.00168545,"['CCOc1cc(OC(=O)c2ccccc2)c(C#Cc2ccccc2)cc1C#CC#Cc1ccccc1COC(=O)c1ccccc1', 'CC1(C)C(=O)COC12CC(=O)c1ccccc12', 'COC(=O)c1ccccc2cc3c(=O)c(C[P-](#[O+])(c4ccccc4)c4ccccc4)cccc3c1-2', 'COC(=O)CNC(=O)C(C)(C)NC(=O)CCNC(=O)c1ccccc1', 'CC(=[S+]CCC(C)=C(C#N)C#N)C(C(=O)c1ccccc1)=[N+]([O-])[O-]', 'O=C(OC(=C(O)C(=O)c1ccccc1)c1ccccc1)c1ccccc1']",-0.00168545,20
N+](=O)[O-,6,0.1459498905375821,6,5.0,0.00126135,0.0,0.0023515000000000003,"['O=C1CC(c2ccc(Cl)cc2)C([N+](=O)[O-])(C(F)(F)F)N1', 'CCn1c(=O)n(C(C[N+](=O)[O-])C2CC2C(=O)c2ccccc2)c2ccccc21', 'COc1ccc(C=C(C#N)COC(=O)c2ccc([N+](=O)[O-])cc2)cc1', 'N#CCCC(=NNc1ccc([N+](=O)[O-])cc1)c1ccco1', 'CN(C)c1c([N+](=O)[O-])ccc(N)c1NC(=O)C(=O)NN(c1ccccc1)c1ccccc1', 'O=C(C[Se]c1ccccc1)c1ccc(Cl)cc1[N+](=O)[O-]']",-0.0023515000000000003,20
+](=O)[O-],6,0.1459498905375821,6,5.0,0.00126135,0.0,0.0023515000000000003,"['O=C1CC(c2ccc(Cl)cc2)C([N+](=O)[O-])(C(F)(F)F)N1', 'CCn1c(=O)n(C(C[N+](=O)[O-])C2CC2C(=O)c2ccccc2)c2ccccc21', 'COc1ccc(C=C(C#N)COC(=O)c2ccc([N+](=O)[O-])cc2)cc1', 'N#CCCC(=NNc1ccc([N+](=O)[O-])cc1)c1ccco1', 'CN(C)c1c([N+](=O)[O-])ccc(N)c1NC(=O)C(=O)NN(c1ccccc1)c1ccccc1', 'O=C(C[Se]c1ccccc1)c1ccc(Cl)cc1[N+](=O)[O-]']",-0.0023515000000000003,20
2ccccc2)cc,6,0.1459498905375821,6,5.0,0.00126135,0.0,0.0023515000000000003,"['O=C(COC(=O)c1cccnc1Cl)c1ccc(-c2ccccc2)cc1', 'CCOc1cc(OC(=O)c2ccccc2)c(C#Cc2ccccc2)cc1C#CC#Cc1ccccc1COC(=O)c1ccccc1', 'COc1cc(C#Cc2ccccc2)cc(C=O)c1O', 'CC(=O)c1c(-c2ccccc2)cc2ccccc2c1C', 'Cc1ccc([S+]=C(C=C([O-])c2ccc(C)cc2)S(=O)(=O)c2ccccc2)cc1', 'O=S(=O)(c1ccccc1)c1oc(Cc2ccccc2)cc1Cc1ccccc1']",-0.0023515000000000003,20
)c1ccccc1),6,0.1459498905375821,5,4.166666666666666,0.00126135,0.0,0.0020487,"['CCOC(=O)C(Cl)(N(C(=O)C(C)(Cl)[Si](C)(C)C)c1ccccc1)[PH](=O)OC', 'CC(=Pc1c(C(C)C)cc(C(C)C)cc1C(C)C)P=C(O[Si](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1', 'CC(=[S+]CCC(C)=C(C#N)C#N)C(C(=O)c1ccccc1)=[N+]([O-])[O-]', 'O=C(OC(=C(O)C(=O)c1ccccc1)c1ccccc1)c1ccccc1', 'S=C(NN=C(c1ccccc1)c1ccccc1)Nc1cccc(Cl)c1']",-0.0020487,20
[N+](=O)[O,6,0.1459498905375821,6,5.0,0.00126135,0.0,0.0023515000000000003,"['O=C1CC(c2ccc(Cl)cc2)C([N+](=O)[O-])(C(F)(F)F)N1', 'CCn1c(=O)n(C(C[N+](=O)[O-])C2CC2C(=O)c2ccccc2)c2ccccc21', 'COc1ccc(C=C(C#N)COC(=O)c2ccc([N+](=O)[O-])cc2)cc1', 'N#CCCC(=NNc1ccc([N+](=O)[O-])cc1)c1ccco1', 'CN(C)c1c([N+](=O)[O-])ccc(N)c1NC(=O)C(=O)NN(c1ccccc1)c1ccccc1', 'O=C(C[Se]c1ccccc1)c1ccc(Cl)cc1[N+](=O)[O-]']",-0.0023515000000000003,20
C(=O)c2ccc,6,0.1459498905375821,6,5.0,0.00126135,0.0,0.0023515000000000003,"['CCOc1cc(OC(=O)c2ccccc2)c(C#Cc2ccccc2)cc1C#CC#Cc1ccccc1COC(=O)c1ccccc1', 'COC1=C(O[Si](C)(C)C)C(=O)c2ccccc2C1=O', 'CC(=O)OCC(=NO)C(=O)OC1(C(Cl)(Cl)Cl)NC(=O)c2ccccc21', 'CCc1c(C(=O)c2ccccc2O)c(C)n(C2CC2)c1C1CC1', 'CCn1c(=O)n(C(C[N+](=O)[O-])C2CC2C(=O)c2ccccc2)c2ccccc21', 'COc1ccc(C=C(C#N)COC(=O)c2ccc([N+](=O)[O-])cc2)cc1']",-0.0023515000000000003,20
(c2ccccc2),14,0.3422982885085574,9,8.035714285714286,0.0031078,0.0,0.0032053,"['CCOC(=O)CN1C(=O)NC(=O)C23CCC2(c2ccccc2)N(Cc2ccccc2)C1N3', 'CC1(C)C(c2ccccc2)=C(c2ccccc2)[Si](c2ccccc2)(c2ccccc2)[Si]1(Oc1ccc(C#Cc2ccccc2)cc1)c1ccccc1', 'O=CC=C1c2ccccc2C(c2ccccc2)(c2ccccc2)c2ccccc21', 'C[S+](C)C1=C(c2ccccc2)c2ccccc2C1=P([O-])([O-])c1ccccc1', 'CC(C)(C)[P-](#[S+])(c1ccccc1)c1cccc([P-](#[Se+])(c2ccccc2)c2ccccc2)n1', 'CC(C)N(C(=S)N1C(c2ccccc2)CCCC1c1ccccc1)C(C)C', 'CN1C(=O)C2=C3c4ccccc4C=CC3OC2(c2ccccc2)C1=O', 'Cc1cc(-c2ccccc2)ccc1-c1ccccc1CC1C(c2ccccc2)OC(c2ccccc2)N1C', 'CC1(C)OB(C(F)=C(c2ccccc2)c2ccccc2)OC1(C)C']",-0.0032053,30
1)c1ccccc1,13,0.3178484107579462,13,11.607142857142858,0.0031078,0.0,0.0040431,"['O=C1Nc2ccccc2C1=C(c1ccccc1)c1ccccc1', 'Cc1cc2cc(Cl)ccc2nc1C(C(=O)c1ccccc1)c1ccccc1', 'O=C(C#Cc1ccc(Br)cc1)N(c1ccccc1)c1ccccc1', 'CC1(C)C(c2ccccc2)=C(c2ccccc2)[Si](c2ccccc2)(c2ccccc2)[Si]1(Oc1ccc(C#Cc2ccccc2)cc1)c1ccccc1', 'C[Si](C)(C)OC12CC(c3ccccc31)c1ccccc12', '[BH3-][P+](C)(C=Cc1ccccc1)c1ccccc1', 'CN(C(=PCl)C(=O)c1ccccc1)c1ccccc1', 'CCOC(=O)C(C(=Nc1ccc(C)cc1)c1ccccc1)=C(Nc1ccccc1)c1ccc(C)cc1', 'CC(=C(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1)c1ccccc1', '[O+]#[P-](C[N+]1=NC2CCCC([P-](#[S+])(c3ccccc3)c3ccccc3)C21)(c1ccccc1)c1ccccc1', 'CC(=O)ON1c2ccccc2SC1N(C(=O)c1ccccc1)c1ccccc1Cl', 'O=C(C=Cc1ccccc1SSc1ccccc1C=Cc1ccccc1)c1ccccc1', 'CC(NC(=S)COC(=O)c1ccc(Cl)cc1)c1ccccc1']",-0.0040431,30
cc1)c1cccc,12,0.293398533007335,12,10.714285714285714,0.0031078,0.0,0.0037437499999999997,"['O=C1Nc2ccccc2C1=C(c1ccccc1)c1ccccc1', 'Cc1cc2cc(Cl)ccc2nc1C(C(=O)c1ccccc1)c1ccccc1', 'O=C(C#Cc1ccc(Br)cc1)N(c1ccccc1)c1ccccc1', 'CC1(C)C(c2ccccc2)=C(c2ccccc2)[Si](c2ccccc2)(c2ccccc2)[Si]1(Oc1ccc(C#Cc2ccccc2)cc1)c1ccccc1', 'CC(C)(C)[P-](#[S+])(c1ccccc1)c1cccc([P-](#[Se+])(c2ccccc2)c2ccccc2)n1', '[BH3-][P+](C)(C=Cc1ccccc1)c1ccccc1', 'CN(C(=PCl)C(=O)c1ccccc1)c1ccccc1', 'CCOC(=O)C(C(=Nc1ccc(C)cc1)c1ccccc1)=C(Nc1ccccc1)c1ccc(C)cc1', '[O+]#[P-](C[N+]1=NC2CCCC([P-](#[S+])(c3ccccc3)c3ccccc3)C21)(c1ccccc1)c1ccccc1', 'CC(=O)ON1c2ccccc2SC1N(C(=O)c1ccccc1)c1ccccc1Cl', 'O=C(C=Cc1ccccc1SSc1ccccc1C=Cc1ccccc1)c1ccccc1', 'CC(NC(=S)COC(=O)c1ccc(Cl)cc1)c1ccccc1']",-0.0037437499999999997,30
c1)c1ccccc,11,0.26894865525672373,11,9.821428571428571,0.0031078,0.0,0.0034444,"['O=C1Nc2ccccc2C1=C(c1ccccc1)c1ccccc1', 'Cc1cc2cc(Cl)ccc2nc1C(C(=O)c1ccccc1)c1ccccc1', 'O=C(C#Cc1ccc(Br)cc1)N(c1ccccc1)c1ccccc1', 'CC1(C)C(c2ccccc2)=C(c2ccccc2)[Si](c2ccccc2)(c2ccccc2)[Si]1(Oc1ccc(C#Cc2ccccc2)cc1)c1ccccc1', '[BH3-][P+](C)(C=Cc1ccccc1)c1ccccc1', 'CN(C(=PCl)C(=O)c1ccccc1)c1ccccc1', 'CCOC(=O)C(C(=Nc1ccc(C)cc1)c1ccccc1)=C(Nc1ccccc1)c1ccc(C)cc1', '[O+]#[P-](C[N+]1=NC2CCCC([P-](#[S+])(c3ccccc3)c3ccccc3)C21)(c1ccccc1)c1ccccc1', 'CC(=O)ON1c2ccccc2SC1N(C(=O)c1ccccc1)c1ccccc1Cl', 'O=C(C=Cc1ccccc1SSc1ccccc1C=Cc1ccccc1)c1ccccc1', 'CC(NC(=S)COC(=O)c1ccc(Cl)cc1)c1ccccc1']",-0.0034444,30
c1ccccc1)c,11,0.26894865525672373,11,9.821428571428571,0.0031078,0.0,0.0033804,"['O=C1Nc2ccccc2C1=C(c1ccccc1)c1ccccc1', 'Cc1cc2cc(Cl)ccc2nc1C(C(=O)c1ccccc1)c1ccccc1', 'CC12C(=Cc3ccccc3N1Cc1ccccc1)SC1C(=O)OC2(O)C12C(=O)N(Cc1ccccc1)c1ccc(Br)cc12', 'O=C(C#Cc1ccc(Br)cc1)N(c1ccccc1)c1ccccc1', 'CC(C)(C)[P-](#[S+])(c1ccccc1)c1cccc([P-](#[Se+])(c2ccccc2)c2ccccc2)n1', '[BH3-][P+](C)(C=Cc1ccccc1)c1ccccc1', 'CN(C(=PCl)C(=O)c1ccccc1)c1ccccc1', 'CCOC(=O)C(C(=Nc1ccc(C)cc1)c1ccccc1)=C(Nc1ccccc1)c1ccc(C)cc1', '[O+]#[P-](C[N+]1=NC2CCCC([P-](#[S+])(c3ccccc3)c3ccccc3)C21)(c1ccccc1)c1ccccc1', 'CC(=O)ON1c2ccccc2SC1N(C(=O)c1ccccc1)c1ccccc1Cl', 'O=C(C=Cc1ccccc1SSc1ccccc1C=Cc1ccccc1)c1ccccc1']",-0.0033804,30
ccc1)c1ccc,11,0.26894865525672373,11,9.821428571428571,0.0031078,0.0,0.0033804,"['O=C1Nc2ccccc2C1=C(c1ccccc1)c1ccccc1', 'Cc1cc2cc(Cl)ccc2nc1C(C(=O)c1ccccc1)c1ccccc1', 'CC12C(=Cc3ccccc3N1Cc1ccccc1)SC1C(=O)OC2(O)C12C(=O)N(Cc1ccccc1)c1ccc(Br)cc12', 'O=C(C#Cc1ccc(Br)cc1)N(c1ccccc1)c1ccccc1', 'CC(C)(C)[P-](#[S+])(c1ccccc1)c1cccc([P-](#[Se+])(c2ccccc2)c2ccccc2)n1', '[BH3-][P+](C)(C=Cc1ccccc1)c1ccccc1', 'CN(C(=PCl)C(=O)c1ccccc1)c1ccccc1', 'CCOC(=O)C(C(=Nc1ccc(C)cc1)c1ccccc1)=C(Nc1ccccc1)c1ccc(C)cc1', '[O+]#[P-](C[N+]1=NC2CCCC([P-](#[S+])(c3ccccc3)c3ccccc3)C21)(c1ccccc1)c1ccccc1', 'CC(=O)ON1c2ccccc2SC1N(C(=O)c1ccccc1)c1ccccc1Cl', 'O=C(C=Cc1ccccc1SSc1ccccc1C=Cc1ccccc1)c1ccccc1']",-0.0033804,30
1ccccc1)c1,11,0.26894865525672373,11,9.821428571428571,0.0031078,0.0,0.0033804,"['O=C1Nc2ccccc2C1=C(c1ccccc1)c1ccccc1', 'Cc1cc2cc(Cl)ccc2nc1C(C(=O)c1ccccc1)c1ccccc1', 'CC12C(=Cc3ccccc3N1Cc1ccccc1)SC1C(=O)OC2(O)C12C(=O)N(Cc1ccccc1)c1ccc(Br)cc12', 'O=C(C#Cc1ccc(Br)cc1)N(c1ccccc1)c1ccccc1', 'CC(C)(C)[P-](#[S+])(c1ccccc1)c1cccc([P-](#[Se+])(c2ccccc2)c2ccccc2)n1', '[BH3-][P+](C)(C=Cc1ccccc1)c1ccccc1', 'CN(C(=PCl)C(=O)c1ccccc1)c1ccccc1', 'CCOC(=O)C(C(=Nc1ccc(C)cc1)c1ccccc1)=C(Nc1ccccc1)c1ccc(C)cc1', '[O+]#[P-](C[N+]1=NC2CCCC([P-](#[S+])(c3ccccc3)c3ccccc3)C21)(c1ccccc1)c1ccccc1', 'CC(=O)ON1c2ccccc2SC1N(C(=O)c1ccccc1)c1ccccc1Cl', 'O=C(C=Cc1ccccc1SSc1ccccc1C=Cc1ccccc1)c1ccccc1']",-0.0033804,30
ccccc1)c1c,11,0.26894865525672373,11,9.821428571428571,0.0031078,0.0,0.0033804,"['O=C1Nc2ccccc2C1=C(c1ccccc1)c1ccccc1', 'Cc1cc2cc(Cl)ccc2nc1C(C(=O)c1ccccc1)c1ccccc1', 'CC12C(=Cc3ccccc3N1Cc1ccccc1)SC1C(=O)OC2(O)C12C(=O)N(Cc1ccccc1)c1ccc(Br)cc12', 'O=C(C#Cc1ccc(Br)cc1)N(c1ccccc1)c1ccccc1', 'CC(C)(C)[P-](#[S+])(c1ccccc1)c1cccc([P-](#[Se+])(c2ccccc2)c2ccccc2)n1', '[BH3-][P+](C)(C=Cc1ccccc1)c1ccccc1', 'CN(C(=PCl)C(=O)c1ccccc1)c1ccccc1', 'CCOC(=O)C(C(=Nc1ccc(C)cc1)c1ccccc1)=C(Nc1ccccc1)c1ccc(C)cc1', '[O+]#[P-](C[N+]1=NC2CCCC([P-](#[S+])(c3ccccc3)c3ccccc3)C21)(c1ccccc1)c1ccccc1', 'CC(=O)ON1c2ccccc2SC1N(C(=O)c1ccccc1)c1ccccc1Cl', 'O=C(C=Cc1ccccc1SSc1ccccc1C=Cc1ccccc1)c1ccccc1']",-0.0033804,30
cccc1)c1cc,11,0.26894865525672373,11,9.821428571428571,0.0031078,0.0,0.0033804,"['O=C1Nc2ccccc2C1=C(c1ccccc1)c1ccccc1', 'Cc1cc2cc(Cl)ccc2nc1C(C(=O)c1ccccc1)c1ccccc1', 'CC12C(=Cc3ccccc3N1Cc1ccccc1)SC1C(=O)OC2(O)C12C(=O)N(Cc1ccccc1)c1ccc(Br)cc12', 'O=C(C#Cc1ccc(Br)cc1)N(c1ccccc1)c1ccccc1', 'CC(C)(C)[P-](#[S+])(c1ccccc1)c1cccc([P-](#[Se+])(c2ccccc2)c2ccccc2)n1', '[BH3-][P+](C)(C=Cc1ccccc1)c1ccccc1', 'CN(C(=PCl)C(=O)c1ccccc1)c1ccccc1', 'CCOC(=O)C(C(=Nc1ccc(C)cc1)c1ccccc1)=C(Nc1ccccc1)c1ccc(C)cc1', '[O+]#[P-](C[N+]1=NC2CCCC([P-](#[S+])(c3ccccc3)c3ccccc3)C21)(c1ccccc1)c1ccccc1', 'CC(=O)ON1c2ccccc2SC1N(C(=O)c1ccccc1)c1ccccc1Cl', 'O=C(C=Cc1ccccc1SSc1ccccc1C=Cc1ccccc1)c1ccccc1']",-0.0033804,30
(c3ccccc3),10,0.24449877750611246,8,7.142857142857142,0.0031078,0.0137321,0.00251605,"['c1ccc(SC2C(c3ccccc3)SC(c3ccccc3)C2c2ccccc2)cc1', 'CON1C(=O)C2=C(c3ccccc3)Cc3ccccc3C(c3ccccc3)C2C1=O', 'COc1ccc(C(=O)NC2C(c3ccccc3)OCC3COC(O)CC32)cc1', 'Cc1ccc(C2=NC(=C([N-]c3ccccc3)N3C(=O)CCC3=O)C(c3ccccc3)=[S+]2)cc1', 'O=C1c2ccccc2C2=C(c3ccccc3)C(=O)C3(C(=O)c4ccc(Br)cc4)c4ccccc4C1C23', 'Cc1ccc(N2C(=O)c3ccccc3C(N)(c3ccccc3)C2=O)cc1', '[O+]#[P-](C[N+]1=NC2CCCC([P-](#[S+])(c3ccccc3)c3ccccc3)C21)(c1ccccc1)c1ccccc1', 'CC1(C)C=CC2C3CC1CC3=CC1(C)N(c3ccccc3)C(=O)C(=O)C21C']",0.01121605,30
C(c2ccccc2,9,0.2200488997555012,7,6.25,0.0031078,0.0,0.0032053,"['O=S1(=O)NC(c2ccccc2Cl)c2cc(Cl)ccc2O1', 'CC1(C)C(c2ccccc2)=C(c2ccccc2)[Si](c2ccccc2)(c2ccccc2)[Si]1(Oc1ccc(C#Cc2ccccc2)cc1)c1ccccc1', 'O=CC=C1c2ccccc2C(c2ccccc2)(c2ccccc2)c2ccccc21', 'C[S+](C)C1=C(c2ccccc2)c2ccccc2C1=P([O-])([O-])c1ccccc1', 'CC(C)N(C(=S)N1C(c2ccccc2)CCCC1c1ccccc1)C(C)C', 'Cc1cc(-c2ccccc2)ccc1-c1ccccc1CC1C(c2ccccc2)OC(c2ccccc2)N1C', 'CC1(C)OB(C(F)=C(c2ccccc2)c2ccccc2)OC1(C)C']",-0.0032053,30
c2ccccc2)c,8,0.19559902200488996,8,7.142857142857142,0.0031078,0.0017222,0.0031078,"['c1ccc(SC2C(c3ccccc3)SC(c3ccccc3)C2c2ccccc2)cc1', 'CC1(C)C(c2ccccc2)=C(c2ccccc2)[Si](c2ccccc2)(c2ccccc2)[Si]1(Oc1ccc(C#Cc2ccccc2)cc1)c1ccccc1', 'O=CC=C1c2ccccc2C(c2ccccc2)(c2ccccc2)c2ccccc21', 'N#Cc1ccc([N+](=O)[O-])c(S(=O)(=O)N2CCCC2c2ccccc2)c1', 'C[S+](C)C1=C(c2ccccc2)c2ccccc2C1=P([O-])([O-])c1ccccc1', 'CC(C)(C)[P-](#[S+])(c1ccccc1)c1cccc([P-](#[Se+])(c2ccccc2)c2ccccc2)n1', 'Cc1cc(-c2ccccc2)ccc1-c1ccccc1CC1C(c2ccccc2)OC(c2ccccc2)N1C', 'CC1(C)OB(C(F)=C(c2ccccc2)c2ccccc2)OC1(C)C']",-0.0013856,30
C(c3ccccc3,8,0.19559902200488996,6,5.357142857142857,0.0031078,0.0119138,0.0028612000000000004,"['c1ccc(SC2C(c3ccccc3)SC(c3ccccc3)C2c2ccccc2)cc1', 'CON1C(=O)C2=C(c3ccccc3)Cc3ccccc3C(c3ccccc3)C2C1=O', 'COc1ccc(C(=O)NC2C(c3ccccc3)OCC3COC(O)CC32)cc1', 'C[Si](C)(C)OC12CC(c3ccccc31)c1ccccc12', 'Cc1ccc(C2=NC(=C([N-]c3ccccc3)N3C(=O)CCC3=O)C(c3ccccc3)=[S+]2)cc1', 'O=C1c2ccccc2C2=C(c3ccccc3)C(=O)C3(C(=O)c4ccc(Br)cc4)c4ccccc4C1C23']",0.009052600000000001,30
C(=O)c1ccc,7,0.1711491442542787,7,6.25,0.0031078,0.0,0.0032053,"['Cc1cc2cc(Cl)ccc2nc1C(C(=O)c1ccccc1)c1ccccc1', 'CC(NC(=O)c1ccccc1)C(=O)N1C(=O)OCC1Cc1ccccc1', 'COC(=O)c1ccc2n1C13C(=O)CCCC1(C)C(C)CCC2C3N1CCSCC1', 'CN(C(=PCl)C(=O)c1ccccc1)c1ccccc1', 'C=C1CC23CCC=C1c1ccccc1N2C(=O)c1ccccc1C(Sc1ccccc1)C3', 'CC(=O)ON1c2ccccc2SC1N(C(=O)c1ccccc1)c1ccccc1Cl', 'CC(NC(=S)COC(=O)c1ccc(Cl)cc1)c1ccccc1']",-0.0032053,30
c3ccccc3)C,7,0.1711491442542787,6,5.357142857142857,0.0031078,0.0137321,0.0028612000000000004,"['c1ccc(SC2C(c3ccccc3)SC(c3ccccc3)C2c2ccccc2)cc1', 'CON1C(=O)C2=C(c3ccccc3)Cc3ccccc3C(c3ccccc3)C2C1=O', 'O=C1c2ccccc2C2=C(c3ccccc3)C(=O)C3(C(=O)c4ccc(Br)cc4)c4ccccc4C1C23', 'Cc1ccc(N2C(=O)c3ccccc3C(N)(c3ccccc3)C2=O)cc1', '[O+]#[P-](C[N+]1=NC2CCCC([P-](#[S+])(c3ccccc3)c3ccccc3)C21)(c1ccccc1)c1ccccc1', 'CC1(C)C=CC2C3CC1CC3=CC1(C)N(c3ccccc3)C(=O)C(=O)C21C']",0.0108709,30
(c1ccccc1),6,0.1466992665036675,6,5.357142857142857,0.0031078,0.00123355,0.0031798,"['O=C1Nc2ccccc2C1=C(c1ccccc1)c1ccccc1', 'COC(=O)C12C(c3cccc(Br)c3)N1C1c3cccc(Br)c3OC1(c1ccccc1)C21c2ccccc2Oc2ccccc21', 'COc1ccccc1C(C)NC(C)C(c1ccccc1)C1CCCCC1=O', 'O=C(C#Cc1ccc(Br)cc1)N(c1ccccc1)c1ccccc1', 'CC(C)(C)[P-](#[S+])(c1ccccc1)c1cccc([P-](#[Se+])(c2ccccc2)c2ccccc2)n1', '[O+]#[P-](C[N+]1=NC2CCCC([P-](#[S+])(c3ccccc3)c3ccccc3)C21)(c1ccccc1)c1ccccc1']",-0.00194625,30
N+](=O)[O-,12,0.2546689303904924,10,9.090909090909092,0.01344685,0.0273061,0.0120126,"['O=[N+]([O-])c1ccc(C23OC(c4ccccc4)(Oc4ccccc42)c2c([N+](=O)[O-])cccc23)cc1', 'COc1ccc2c(c1)OC1COCC([N+](=O)[O-])C21', 'COc1ccc(C#CC=NN(C)S(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1', 'O=C1CCCC2=C1C(C(=O)c1ccc([N+](=O)[O-])cc1)C1(C(=O)Nc3ccccc31)N2Cc1ccccc1', 'CC(=O)C1(O)C(=O)N(C(C)Cc2ccccc2)C([N+](=O)[O-])C1(C)[N+](=O)[O-]', 'COc1c(-c2c([N+](=O)[O-])ccc3ccccc23)cc(-c2ccccc2Br)c2c(=O)[nH]c(C)cc12', 'Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)NC(=O)Nc1ccccc1', 'O=C1CC2=C(CO1)OCCN(S(=O)(=O)c1ccc([N+](=O)[O-])cc1)C2', 'O=C(Nc1ccccc1[N+](=O)[O-])C(=Cc1ccccc1)C(=O)c1ccccc1', 'O=C1c2ccccc2C2(c3ccccc3-c3ccccc32)N1c1cc([N+](=O)[O-])cc(-c2ccccc2[N+](=O)[O-])c1-c1ccccc1']",0.0152935,40
[N+](=O)[O,12,0.2546689303904924,10,9.090909090909092,0.01344685,0.0273061,0.0120126,"['O=[N+]([O-])c1ccc(C23OC(c4ccccc4)(Oc4ccccc42)c2c([N+](=O)[O-])cccc23)cc1', 'COc1ccc2c(c1)OC1COCC([N+](=O)[O-])C21', 'COc1ccc(C#CC=NN(C)S(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1', 'O=C1CCCC2=C1C(C(=O)c1ccc([N+](=O)[O-])cc1)C1(C(=O)Nc3ccccc31)N2Cc1ccccc1', 'CC(=O)C1(O)C(=O)N(C(C)Cc2ccccc2)C([N+](=O)[O-])C1(C)[N+](=O)[O-]', 'COc1c(-c2c([N+](=O)[O-])ccc3ccccc23)cc(-c2ccccc2Br)c2c(=O)[nH]c(C)cc12', 'Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)NC(=O)Nc1ccccc1', 'O=C1CC2=C(CO1)OCCN(S(=O)(=O)c1ccc([N+](=O)[O-])cc1)C2', 'O=C(Nc1ccccc1[N+](=O)[O-])C(=Cc1ccccc1)C(=O)c1ccccc1', 'O=C1c2ccccc2C2(c3ccccc3-c3ccccc32)N1c1cc([N+](=O)[O-])cc(-c2ccccc2[N+](=O)[O-])c1-c1ccccc1']",0.0152935,40
