Substructure,Count,Count ratio,Number_of_molecules_with_fragment,Ratio_of_Molecules_with_Fragment,median_score,median_score_fragment,median_score_not_fragment,molecules_with_fragment,diff_median_score,step
2cccn2[B-],6,0.09696186166774402,6,5.128205128205128,0.4037378,0.5329028,0.4014548,"['F[B-](F)(F)n1cccc1[N+]1=C(Cl)C(Cl)=CC1=C1c2cccn2[B-](F)(F)n2cccc21', 'F[B-]1(F)n2cccc2C(=[S+]c2ccccc2)c2cccn2[B-]1(F)F', 'Fc1cccc(F)c1C1=C(c2cccnc2)c2cccn2[B-](F)(F)n2cccc21', 'O=C1C=Cc2ccccc2C1=C1c2cccn2[B-](F)(F)[N+]1=Cc1ccc(Br)cc1', 'F[B-]1(F)OC(c2ccc[nH]2)=Cc2cccn2[B-]1(F)F', 'O=C(C1=[n+]2oc(-c3ccccn3)cc2=C(c2ccccc2)c2cccn2[B-]1(F)F)c1cccc(Cl)c1']",0.131448,260
c2C(c2ccc(,6,0.09696186166774402,6,5.128205128205128,0.4037378,0.5245305,0.4035499,"['F[B-]1(F)n2c(Cl)ccc2C(c2ccc(-c3ccccc3)cc2)=C2c3ccccc3C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc(Cl)cc2)=C2C(Cl)=NC(c3ccccc3)=[N+]2[B-]1(F)F', 'F[B-]1(F)n2cccc2C(c2ccc(Cl)cc2)=C2C=CC(Cl)=[N+]21', 'F[B-]1(F)n2ccc(Br)c2C(c2ccc(Br)cc2)=C2C=CC=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc(Br)cc2)=C2C=CC(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc(Cl)cc2)=C2C=C(Br)C(c3ccccc3)=[N+]21']",0.1209806,260
-](F)(F)[N,6,0.09696186166774402,6,5.128205128205128,0.4037378,0.5650657,0.397801,"['F[B-]1(F)C(=C2c3ccccc3Oc3ccccc32)C2=Cc3cccn3[B-](F)(F)[N+]2=C(Cl)c2cccn21', 'FC1=C(c2ccccc2)C(F)(c2ccccc2)C2=C(c3ccccc3)c3c(Cl)ncn3[B-](F)(F)[N+]2=C1', 'O=C1C=Cc2ccccc2C1=C1c2cccn2[B-](F)(F)[N+]1=Cc1ccc(Br)cc1', 'F[B-]1(F)C2=C(c3ccccn3)c3cccn3[B-](F)(F)[N+]2=C(c2ccncc2)c2cccn21', 'F[B-]1(F)C2=C(c3ccccc3)c3cccn3[B-](F)(F)[N+]2=C2c3ccccc3C(Cl)=[N+]2[B-](F)(F)n2cccc21', 'COc1ccc(C2=CC3=C(c4ccc(OC)cc4)c4cccn4[B-](F)(F)[N+]3=C2c2ccccc2)cc1']",0.1672647,260
(F)n3cccc3,6,0.09696186166774402,6,5.128205128205128,0.4037378,0.49538519999999997,0.4035499,"['Fc1c(F)c(C2=C3C(c4ccccc4)=C(c4ccccc4)[N+](=C3c3ccccc3)[B-](F)(F)n3cccc32)c(F)c(F)c1Br', 'C[N+]1=C2c3cccn3[B-](F)(F)n3cccc3[B-]2(c2ccccc2)c2ccccc2CCC1', 'O=C1C(=C2c3cccn3[B-](F)(F)n3cccc32)[B-](F)(F)N2C(=[N+]1c1ccccc1)c1ccccc1-c1ccccc12', 'O=[N+]([O-])c1ccc(C2=C3N=C(N=C(c4ccccc4)c4ccccc43)[B-](F)(F)n3cccc32)cc1', 'Fc1cccc(C2=C3C=CC(Cl)=[N+]3[B-](F)(F)n3cccc32)c1', 'F[B-]1(F)C(=C2c3cccn3[B-](F)(F)n3cccc32)C=C(c2ccc[nH]2)c2cccn21']",0.09183529999999995,260
C(=C2c3ccc,6,0.09696186166774402,6,5.128205128205128,0.4037378,0.42707415,0.4037378,"['F[B-]1(F)C(=C2c3ccccc3Oc3ccccc32)C2=Cc3cccn3[B-](F)(F)[N+]2=C(Cl)c2cccn21', 'CN1C(=O)C(=C2c3ccccc3Sc3ccccc32)c2ccccc21', 'Cc1ccc(C(=C2c3ccccc3-c3cc(Br)c(Br)cc32)c2ccccc2)cc1', 'O=C1C=C(N2C(=O)c3ccccc3C2=O)C(=C2c3ccccc3C(=O)c3ccccc32)c2ccccc21', 'O=C1C(=C2c3cccn3[B-](F)(F)n3cccc32)[B-](F)(F)N2C(=[N+]1c1ccccc1)c1ccccc1-c1ccccc12', 'F[B-]1(F)C(=C2c3cccn3[B-](F)(F)n3cccc32)C=C(c2ccc[nH]2)c2cccn21']",0.023336350000000006,260
ccn3[B-](F,6,0.09696186166774402,6,5.128205128205128,0.4037378,0.53325985,0.4014548,"['F[B-]1(F)C(=C2c3ccccc3Oc3ccccc32)C2=Cc3cccn3[B-](F)(F)[N+]2=C(Cl)c2cccn21', 'C[N+]1=C2c3cccn3[B-](F)(F)n3cccc3[B-]2(c2ccccc2)c2ccccc2CCC1', 'F[B-]1(F)C2=C(c3ccccn3)c3cccn3[B-](F)(F)[N+]2=C(c2ccncc2)c2cccn21', 'O=C1C(=C2c3cccn3[B-](F)(F)n3cccc32)[B-](F)(F)N2C(=[N+]1c1ccccc1)c1ccccc1-c1ccccc12', 'F[B-]1(F)C2=C(c3ccccc3)c3cccn3[B-](F)(F)[N+]2=C2c3ccccc3C(Cl)=[N+]2[B-](F)(F)n2cccc21', 'F[B-]1(F)C(=C2c3cccn3[B-](F)(F)n3cccc32)C=C(c2ccc[nH]2)c2cccn21']",0.13180504999999998,260
N1c1ccccc1,6,0.09696186166774402,6,5.128205128205128,0.4037378,0.36775545,0.4107969,"['Cn1cccc1C1=C2[N+](=C(c3ccccc3)c3c(-c4ccccc4)cccc3[B-]2(F)F)[B-](F)(F)N1c1ccccc1', 'C=C1C(=NNc2ccccc2Br)c2ccccc2N(c2ccc(Br)cc2)N1c1ccccc1', 'O=C1C=C(c2ccc(Cl)cc2)O[B-](F)(F)N1c1ccccc1', 'O=[N+]1C(c2cccnc2)=C(c2ccc[nH]2)c2ccc(Br)cc2C1=C1[N-]C(c2ccc(Br)cc2)=NN1c1ccccc1', 'O=C1C(c2ccc(Cl)cc2)=C(c2ccc([N+](=O)[O-])cc2)C(=O)N1c1ccccc1', 'C(=C1N=NC(=Nc2ccccc2)N1c1ccccc1)c1ccccc1']",-0.04304145000000004,260
cccn3[B-](,6,0.09696186166774402,6,5.128205128205128,0.4037378,0.53325985,0.4014548,"['F[B-]1(F)C(=C2c3ccccc3Oc3ccccc32)C2=Cc3cccn3[B-](F)(F)[N+]2=C(Cl)c2cccn21', 'C[N+]1=C2c3cccn3[B-](F)(F)n3cccc3[B-]2(c2ccccc2)c2ccccc2CCC1', 'F[B-]1(F)C2=C(c3ccccn3)c3cccn3[B-](F)(F)[N+]2=C(c2ccncc2)c2cccn21', 'O=C1C(=C2c3cccn3[B-](F)(F)n3cccc32)[B-](F)(F)N2C(=[N+]1c1ccccc1)c1ccccc1-c1ccccc12', 'F[B-]1(F)C2=C(c3ccccc3)c3cccn3[B-](F)(F)[N+]2=C2c3ccccc3C(Cl)=[N+]2[B-](F)(F)n2cccc21', 'F[B-]1(F)C(=C2c3cccn3[B-](F)(F)n3cccc32)C=C(c2ccc[nH]2)c2cccn21']",0.13180504999999998,260
2=C(c2cccc,6,0.09696186166774402,6,5.128205128205128,0.4037378,0.51300675,0.397801,"['F[B-]1(F)N2C=C(Cl)C(Cl)=C(Cl)C2=C(c2ccccc2)c2cccn21', 'F[B-]1(F)C2=C(c3ccc[nH]3)c3ccccc3C2=C(c2ccccc2)c2cccn21', 'F[B-]1(F)N2C(=NNc3ccc(Br)cc3)C=CC2=C(c2ccccc2)c2cccn21', 'F[B-]1(F)C2=C(Br)[N+](c3ccccc3)=CC2=C(c2cccc(Br)c2)c2cccn21', 'CN1Cc2ccccc2C23OC2=C(c2ccccc2)C2=C(c4ccccc4)c4ccccc4C2=C13', 'O=C(C1=[n+]2oc(-c3ccccn3)cc2=C(c2ccccc2)c2cccn2[B-]1(F)F)c1cccc(Cl)c1']",0.11520574999999994,260
c1)c1ccccc,6,0.09696186166774402,6,5.128205128205128,0.4037378,0.3996574,0.4037378,"['F[B-]1(F)C(c2ccccc2)=C2C(=C3c4ccccc4C(c4ccccc4)=[N+]31)C(=Cc1ccccc1)c1ccccc12', 'O=Cc1cc2ccc1C(=O)c1ccc([nH]1)C(c1ccccc1)=C1C=CC1=C(c1ccccc1)C2=C(c1ccccc1)c1ccccc1', 'O=[N+]([O-])c1ccc2c(c1)cc(-c1ccc(F)cc1)c1ccccc12', 'O=C1C(=C2c3cccn3[B-](F)(F)n3cccc32)[B-](F)(F)N2C(=[N+]1c1ccccc1)c1ccccc1-c1ccccc12', 'F[B-](F)(C1=NC2=C(c3ccccc3)C=[S+]C2=C1c1ccccc1)c1ccccc1', 'C(=C1N=NC(=Nc2ccccc2)N1c1ccccc1)c1ccccc1']",-0.004080399999999984,260
Cl)=[N+]21,6,0.09696186166774402,6,5.128205128205128,0.4037378,0.0,0.4170035,"['F[B-]1(F)n2cccc2C(c2ccccc2Cl)=C2C=CC(Cl)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc(Cl)cc2)=C2C=CC(Cl)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=C(Cl)C(Cl)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2C=CC(Cl)=[N+]21', 'F[B-]1(F)n2cccc2C(c2cccnc2)=C2C(c3ccncc3)=C(Cl)C(Cl)=[N+]21', 'F[B-]1(F)n2c(Cl)c(Cl)c(Cl)c2C(c2ccccc2)=C2C=C(Cl)C(Cl)=[N+]21']",-0.4170035,260
(F)(F)[N+],6,0.09696186166774402,6,5.128205128205128,0.4037378,0.5650657,0.397801,"['F[B-]1(F)C(=C2c3ccccc3Oc3ccccc32)C2=Cc3cccn3[B-](F)(F)[N+]2=C(Cl)c2cccn21', 'FC1=C(c2ccccc2)C(F)(c2ccccc2)C2=C(c3ccccc3)c3c(Cl)ncn3[B-](F)(F)[N+]2=C1', 'O=C1C=Cc2ccccc2C1=C1c2cccn2[B-](F)(F)[N+]1=Cc1ccc(Br)cc1', 'F[B-]1(F)C2=C(c3ccccn3)c3cccn3[B-](F)(F)[N+]2=C(c2ccncc2)c2cccn21', 'F[B-]1(F)C2=C(c3ccccc3)c3cccn3[B-](F)(F)[N+]2=C2c3ccccc3C(Cl)=[N+]2[B-](F)(F)n2cccc21', 'COc1ccc(C2=CC3=C(c4ccc(OC)cc4)c4cccn4[B-](F)(F)[N+]3=C2c2ccccc2)cc1']",0.1672647,260
](F)(F)[N+,6,0.09696186166774402,6,5.128205128205128,0.4037378,0.5650657,0.397801,"['F[B-]1(F)C(=C2c3ccccc3Oc3ccccc32)C2=Cc3cccn3[B-](F)(F)[N+]2=C(Cl)c2cccn21', 'FC1=C(c2ccccc2)C(F)(c2ccccc2)C2=C(c3ccccc3)c3c(Cl)ncn3[B-](F)(F)[N+]2=C1', 'O=C1C=Cc2ccccc2C1=C1c2cccn2[B-](F)(F)[N+]1=Cc1ccc(Br)cc1', 'F[B-]1(F)C2=C(c3ccccn3)c3cccn3[B-](F)(F)[N+]2=C(c2ccncc2)c2cccn21', 'F[B-]1(F)C2=C(c3ccccc3)c3cccn3[B-](F)(F)[N+]2=C2c3ccccc3C(Cl)=[N+]2[B-](F)(F)n2cccc21', 'COc1ccc(C2=CC3=C(c4ccc(OC)cc4)c4cccn4[B-](F)(F)[N+]3=C2c2ccccc2)cc1']",0.1672647,260
(c3ccccc3),30,0.4975949577044286,25,22.321428571428573,0.4498537,0.463884,0.4204811,"['O=[N+]([O-])C1=C(c2ccccc2)C2=C(c3ccccc3)C(Br)=[N+]([O-])C2=C1c1ccccc1', 'Fc1ccc(C2=C(c3ccccc3)[P-]3(F)(=C4C=CC(=[N+](c5ccccc5)c5ccccc5)C=C4)C2=C(c2ccc(-c4cccs4)cc2)c2cccn2[B-]3(F)F)cc1', 'O=[N+]([O-])c1ccc(NN=C2C(=S)N(c3ccccc3)c3ccccc32)c([N+](=O)[O-])c1', 'F[B-]1(F)c2ccccc2C2=[N+]1C(=C1C=CC(c3ccccc3)=C1)N(c1ccccc1)C(c1ccccc1)=C2', 'F[B-]1(F)n2cccc2C(c2ccc(Br)cn2)=C2C=C(c3ccccc3)C=[N+]21', 'O=C1C(=C2C=C(c3ccccc3)C(=Nc3ccc4ccccc4c3)C=C2N2CCOCC2)c2ccccc2N1Cc1ccccc1', 'CN1CCC2=C3C(=O)N(Cc4ccccc4)C(c4ccccc4)=C3C(c3ccccc3)=[N+]2[B-]1(F)F', 'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C(c3ccccc3)=NC(c3ccccc3)=[N+]21', 'Cc1cc(Br)cc(C(=C2C(c3ccccc3)=C(c3ccccc3)c3ccccc32)c2cccc3ccc(Br)cc23)c1[B-](Br)(Br)Br', 'O=C1C(c2ccc[nH]2)=CC(=C2ON=C(c3ccccc3)C2[N+](=O)[O-])N1c1ccccc1', 'ON=C1[N-]C2=C(c3ccccc3)N=NC2=C1c1ccc(Cl)cc1', 'O=C1C(=C2N(c3ccccc3)CCN2c2cc3ccccc3cc2-c2c3ccccc3cc3ccccc23)Nc2ccccc21', 'O=C1C2=C(c3ccccc3)C(Cl)=C(c3ccccc3)C2=C(c2ccccc2)c2ccccc21', 'C[N+]1=C(Cl)C(c2ccccc2)=C2C(c3ccccc3)=C(F)c3ccccc3[B-]21F', 'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C(c3ccccc3)=C(Br)C(c3ccc(Cl)cc3)=[N+]21', 'O=C1C2=C(c3ccccc3)C(=O)n3c(c4ccccc4c3=Cc3ccccc31)=Cc1ccccc1B2c1ccccc1', 'F[B-]1(F)n2cccc2C(=C2[O+]=C(c3ccccc3)N=C(c3ccccc3)C=C2c2ccccc2)c2cccn21', 'F[B-]1(F)n2cccc2C(c2ccc(Cl)cc2)=C2C(c3ccc(Br)s3)=C(c3ccccc3)C(Cl)=[N+]21', 'FC(F)(F)c1ccc(C2=C(Cl)C(c3ccccc3)=C(c3ccccc3)C2=C(c2ccccc2)c2ccccc2)cc1', 'F[B-]1(F)C(Cl)=[N+]2C(=C(c3ccccc3)c3cccn3[B-]2(F)F)c2ccc(Br)n21', 'F[B-]1(F)n2cc(Cl)cc2C(c2ccc(Cl)cc2)=C2C=CC(c3ccccc3)=[N+]21', 'C[Si](C)(C)[Si]12C(c3ccccc3)=CC(=C1c1ccccc1)c1ccccc12', 'O=C1C(c2ccccc2)=C2c3ccccc3N(c3ccccc3)[B-](F)(F)[N+]2=C1c1ccccc1', 'F[B-]1(F)n2cccc2C2=[S+]C(c3ccccc3)=CC2=C(c2ccccc2)c2c(Br)c(Br)c(Cl)n21', 'O=C1C(n2nnc3ccccc32)=C2C(=O)N(c3ccccc3)N=C2c2ccccc21']",0.04340290000000002,270
C(c3ccccc3,28,0.4644219605241333,23,20.535714285714285,0.4498537,0.4740795,0.4204811,"['O=[N+]([O-])C1=C(c2ccccc2)C2=C(c3ccccc3)C(Br)=[N+]([O-])C2=C1c1ccccc1', 'Fc1ccc(C2=C(c3ccccc3)[P-]3(F)(=C4C=CC(=[N+](c5ccccc5)c5ccccc5)C=C4)C2=C(c2ccc(-c4cccs4)cc2)c2cccn2[B-]3(F)F)cc1', 'F[B-]1(F)c2ccccc2C2=[N+]1C(=C1C=CC(c3ccccc3)=C1)N(c1ccccc1)C(c1ccccc1)=C2', 'F[B-]1(F)n2cccc2C(c2ccc(Br)cn2)=C2C=C(c3ccccc3)C=[N+]21', 'O=C1C(=C2C=C(c3ccccc3)C(=Nc3ccc4ccccc4c3)C=C2N2CCOCC2)c2ccccc2N1Cc1ccccc1', 'CN1CCC2=C3C(=O)N(Cc4ccccc4)C(c4ccccc4)=C3C(c3ccccc3)=[N+]2[B-]1(F)F', 'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C(c3ccccc3)=NC(c3ccccc3)=[N+]21', 'Cc1cc(Br)cc(C(=C2C(c3ccccc3)=C(c3ccccc3)c3ccccc32)c2cccc3ccc(Br)cc23)c1[B-](Br)(Br)Br', 'O=C1C(c2ccc[nH]2)=CC(=C2ON=C(c3ccccc3)C2[N+](=O)[O-])N1c1ccccc1', 'ON=C1[N-]C2=C(c3ccccc3)N=NC2=C1c1ccc(Cl)cc1', 'F[B-]1(F)C2=C(c3ccccc3-c3cccn31)[B-](F)(F)[n+]1cc3cccn3c1=C2Cl', 'O=C1C2=C(c3ccccc3)C(Cl)=C(c3ccccc3)C2=C(c2ccccc2)c2ccccc21', 'C[N+]1=C(Cl)C(c2ccccc2)=C2C(c3ccccc3)=C(F)c3ccccc3[B-]21F', 'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C(c3ccccc3)=C(Br)C(c3ccc(Cl)cc3)=[N+]21', 'O=C1C2=C(c3ccccc3)C(=O)n3c(c4ccccc4c3=Cc3ccccc31)=Cc1ccccc1B2c1ccccc1', 'F[B-]1(F)n2cccc2C(=C2[O+]=C(c3ccccc3)N=C(c3ccccc3)C=C2c2ccccc2)c2cccn21', 'F[B-]1(F)n2cccc2C(c2ccc(Cl)cc2)=C2C(c3ccc(Br)s3)=C(c3ccccc3)C(Cl)=[N+]21', 'FC(F)(F)c1ccc(C2=C(Cl)C(c3ccccc3)=C(c3ccccc3)C2=C(c2ccccc2)c2ccccc2)cc1', 'O=C1C2=C(c3ccccc31)c1ccc(Cl)cc1C2=C1C(c2ccc[nH]2)=C(c2cccnc2)c2cccn2[B-]1(F)F', 'F[B-]1(F)C(Cl)=[N+]2C(=C(c3ccccc3)c3cccn3[B-]2(F)F)c2ccc(Br)n21', 'F[B-]1(F)n2cc(Cl)cc2C(c2ccc(Cl)cc2)=C2C=CC(c3ccccc3)=[N+]21', 'C[Si](C)(C)[Si]12C(c3ccccc3)=CC(=C1c1ccccc1)c1ccccc12', 'F[B-]1(F)n2cccc2C2=[S+]C(c3ccccc3)=CC2=C(c2ccccc2)c2c(Br)c(Br)c(Cl)n21']",0.05359839999999999,270
(c2ccccc2),25,0.4146624647536905,20,17.857142857142858,0.4498537,0.48255519999999996,0.4277404,"['O=[N+]([O-])C1=C(c2ccccc2)C2=C(c3ccccc3)C(Br)=[N+]([O-])C2=C1c1ccccc1', 'c1ccc(-c2ccccc2P(c2ccccc2)c2ccccc2)cc1', 'F[B-]1(F)[N-]N(c2ccccc2)C(=C2N=C(Br)C(Cl)=[N+]2c2cccn2-c2ccccc2Cl)c2cccn21', 'F[B-](F)(F)[N+]1=C(c2ccccc2)C2=NC(c3ccccn3)=CC2=C1c1ccc(Cl)cc1', 'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C(c3ccccc3)=NC(c3ccccc3)=[N+]21', 'CN1C(=NN)c2ccccc2C1=C1C(=C(c2ccccc2)c2ccccc2)C(=O)c2ccccc2C1=C(c1ccccc1)c1ccccc1', 'CC1=[N+]2C(=C(c3cccn3C)c3cccn3[B-]2(F)F)C(c2ccccc2)=C1c1cccnc1', 'O=S1(=O)C(=Cc2ccccc2)C(c2ccccc2)=NC1=C(c1ccccc1)c1ccccc1', 'O=C1C(c2ccc(C3=c4c(F)c(F)c(Br)cc4=C(c4ccc[nH]4)c4c(Br)c(Br)c(Br)n4[B-]3(F)F)cc2)=C(c2ccccc2)c2cccnc21', 'O=C1C2=C(c3ccccc3)C(Cl)=C(c3ccccc3)C2=C(c2ccccc2)c2ccccc21', 'F[B-]1(F)[O+]=CC(c2ccccc2)=C2C1=C(c1ccccc1)c1ccccc12', 'C[N+]1=C(Cl)C(c2ccccc2)=C2C(c3ccccc3)=C(F)c3ccccc3[B-]21F', 'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C(c3ccccc3)=C(Br)C(c3ccc(Cl)cc3)=[N+]21', 'F[B-]1(F)C2=[N+](c3c4ccccc4cc4ccccc34)[B-](F)(F)[N+]2=C(c2ccccc2)c2cccn21', 'C1=C(c2ccccc2)[N+]#[P-]1(C1=c2ccccc2=C(c2ccccc2)[B-](c2ccccc2)(c2ccccc2)C1=c1c(=C(c2ccccc2)c2ccccc2)ccc2ccccc12)c1ccccc1', 'FC(F)(F)c1ccc(C2=C(Cl)C(c3ccccc3)=C(c3ccccc3)C2=C(c2ccccc2)c2ccccc2)cc1', 'O=C1C2=C(C3=C(c4ccccc4C(=O)C3=C3c4ccccc4-c4ccccc43)C23C(c2ccccc2)=C3c2ccccc2)c2ccccc21', 'O=C1C(c2ccccc2)=C2c3ccccc3N(c3ccccc3)[B-](F)(F)[N+]2=C1c1ccccc1', 'C(=C1C=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1)c1c2ccccc2cc2ccccc12', 'F[B-]1(F)n2cccc2C2=[S+]C(c3ccccc3)=CC2=C(c2ccccc2)c2c(Br)c(Br)c(Cl)n21']",0.05481479999999994,270
[B-](F)(F),23,0.38148946757339525,22,19.642857142857142,0.4498537,0.5305129,0.4126432,"['F[B-]1(F)n2cccc2C(=C2c3cccn3[B-](F)(F)[N+]2=C2c3ccccc3C(=[S+]c3ccccc3)c3ccccc32)c2cccn21', 'Cn1c2c(-c3ccccc3)n([B-](F)(F)F)c([B-](F)(F)F)c2c[n+]1C', 'Fc1c(Cl)c(Cl)c2c(c1F)=[N+](c1ccncc1Br)[B-](F)(F)n1c(Cl)ccc1C=2c1ccncc1', 'Cc1ccc(C2=C3C=C(c4ccc([N+](=O)[O-])cc4)C(c4ccc(C)cc4)=[N+]3[B-](F)(F)n3c(Br)c(Cl)c(C(F)(F)F)c32)cc1', 'Fc1ccc(C2=C3C(=[NH+][B-](F)(F)n4cccc43)c3ccccc32)cc1', 'F[B-]1(F)C2=C(c3ccc[nH]3)c3cccn3[B-](F)(F)[N+]2=C(Cl)c2cc3ccccc3n21', 'Cc1ccc(C2=[N+]3C(=Cc4c(Cl)c(Cl)c(Cl)c(C)c43)[B-](F)(F)n3c4ccccc4c4cccc2c43)cc1', 'F[B-](F)(F)[N+]1=C(c2ccccc2)C2=NC(c3ccccn3)=CC2=C1c1ccc(Cl)cc1', 'CC1=[N+]2C(c3ccc(Cl)cc3)=CC1=C(c1ccc(F)cc1)c1c(Br)cc(Cl)n1[B-](F)(F)C2=Cc1ccc(Br)cc1', 'COc1ccc(C2=C(c3ccc(F)cc3)[N+]3=C(c4ccccc4)[B-](F)(F)n4cccc4C(c4cccs4)=C23)cc1', 'COc1ccc(C2=c3cc4ccccc4nc3=[N+](c3ccc(Br)cc3)[B-](F)(F)n3c(C)ccc32)cc1', 'O=[N+]([O-])c1ccc(Cl)c(C2=C3C=C(c4ccccc4)C(Cl)=[N+]3[B-](F)(F)n3cccc32)c1', 'O=C1C2=C(C(=[OH+])c3cc(O)ccc31)N(c1c(F)cccc1F)[B-](F)(F)n1cccc12', 'F[B-]1(F)C2=C(c3ccccc3-c3cccn31)[B-](F)(F)[n+]1cc3cccn3c1=C2Cl', 'O=[N+]([O-])c1ccc(C2=[N+]3C(=C4c5cccn5[B-](F)(F)[N+]4=C(c4ccccc4)[B-]3(F)F)c3ccccc32)cc1', 'Cn1cccc1C1=C2C(c3ccc(Br)cc3)=C(c3ccc[nH]3)C(Cl)=C2[B-](F)(F)n2cccc21', 'F[B-]1(F)C2=[N+](c3c4ccccc4cc4ccccc34)[B-](F)(F)[N+]2=C(c2ccccc2)c2cccn21', 'O=[N+]1C(Br)=CC2=C(c3ccccn3)c3cccn3[B-](F)(F)C1=C2c1ccccc1Cl', 'Cn1cccc1C1=CC2=C(c3cccnc3)c3c(Br)c(Cl)c(Cl)n3[B-](F)(F)[N+]2=C1', 'O=C1C(c2ccccc2)=C2c3ccccc3N(c3ccccc3)[B-](F)(F)[N+]2=C1c1ccccc1', 'O=C1c2ccccc2C2=[N+]1[B-](F)(F)C(=O)c1ccccc12', 'COc1ccc(C2=C3C(Cl)=C(Cl)C(Cl)=[N+]3[B-](F)(F)n3cccc32)cc1']",0.11786969999999997,270
C(c2ccccc2,22,0.36490296898324764,19,16.964285714285715,0.4498537,0.4910309,0.4204811,"['O=[N+]([O-])C1=C(c2ccccc2)C2=C(c3ccccc3)C(Br)=[N+]([O-])C2=C1c1ccccc1', 'F[B-](F)(F)[N+]1=C(c2ccccc2)C2=NC(c3ccccn3)=CC2=C1c1ccc(Cl)cc1', 'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C(c3ccccc3)=NC(c3ccccc3)=[N+]21', 'CN1C(=NN)c2ccccc2C1=C1C(=C(c2ccccc2)c2ccccc2)C(=O)c2ccccc2C1=C(c1ccccc1)c1ccccc1', 'CC1=[N+]2C(=C(c3cccn3C)c3cccn3[B-]2(F)F)C(c2ccccc2)=C1c1cccnc1', 'O=S1(=O)C(=Cc2ccccc2)C(c2ccccc2)=NC1=C(c1ccccc1)c1ccccc1', 'O=C1C(c2ccc(C3=c4c(F)c(F)c(Br)cc4=C(c4ccc[nH]4)c4c(Br)c(Br)c(Br)n4[B-]3(F)F)cc2)=C(c2ccccc2)c2cccnc21', 'O=C1C2=C(c3ccccc3)C(Cl)=C(c3ccccc3)C2=C(c2ccccc2)c2ccccc21', 'F[B-]1(F)[O+]=CC(c2ccccc2)=C2C1=C(c1ccccc1)c1ccccc12', 'C[N+]1=C(Cl)C(c2ccccc2)=C2C(c3ccccc3)=C(F)c3ccccc3[B-]21F', 'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C(c3ccccc3)=C(Br)C(c3ccc(Cl)cc3)=[N+]21', 'F[B-]1(F)C2=[N+](c3c4ccccc4cc4ccccc34)[B-](F)(F)[N+]2=C(c2ccccc2)c2cccn21', 'C1=C(c2ccccc2)[N+]#[P-]1(C1=c2ccccc2=C(c2ccccc2)[B-](c2ccccc2)(c2ccccc2)C1=c1c(=C(c2ccccc2)c2ccccc2)ccc2ccccc12)c1ccccc1', 'FC(F)(F)c1ccc(C2=C(Cl)C(c3ccccc3)=C(c3ccccc3)C2=C(c2ccccc2)c2ccccc2)cc1', 'O=C1C2=C(C3=C(c4ccccc4C(=O)C3=C3c4ccccc4-c4ccccc43)C23C(c2ccccc2)=C3c2ccccc2)c2ccccc21', 'O=C1C(c2ccccc2)=C2c3ccccc3N(c3ccccc3)[B-](F)(F)[N+]2=C1c1ccccc1', 'ClC(=C1C(c2ccccc2Cl)=Cc2ccccc21)c1ccc(Cl)cc1', 'C(=C1C=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1)c1c2ccccc2cc2ccccc12', 'F[B-]1(F)n2cccc2C2=[S+]C(c3ccccc3)=CC2=C(c2ccccc2)c2c(Br)c(Br)c(Cl)n21']",0.0705498,270
